analysis_key,complexity,file_complexity,complexity_in_classes,class_complexity,complexity_in_functions,function_complexity,class_complexity_distribution,function_complexity_distribution,file_complexity_distribution,xs,xs_percent,tangle_design,fat_class,fat_design,fat_leaf_package,fat_method,cognitive_complexity,tests,test_execution_time,test_errors,skipped_tests,test_failures,test_success_density,test_data,coverage,new_coverage,lines_to_cover,new_lines_to_cover,uncovered_lines,new_uncovered_lines,line_coverage,new_line_coverage,coverage_line_hits_data,conditions_to_cover,new_conditions_to_cover,uncovered_conditions,new_uncovered_conditions,branch_coverage,new_branch_coverage,conditions_by_line,covered_conditions_by_line,it_coverage,new_it_coverage,it_lines_to_cover,new_it_lines_to_cover,it_uncovered_lines,new_it_uncovered_lines,it_line_coverage,new_it_line_coverage,it_coverage_line_hits_data,it_conditions_to_cover,new_it_conditions_to_cover,it_uncovered_conditions,new_it_uncovered_conditions,it_branch_coverage,new_it_branch_coverage,it_conditions_by_line,it_covered_conditions_by_line,overall_coverage,new_overall_coverage,overall_lines_to_cover,new_overall_lines_to_cover,overall_uncovered_lines,new_overall_uncovered_lines,overall_line_coverage,new_overall_line_coverage,overall_coverage_line_hits_data,overall_conditions_to_cover,new_overall_conditions_to_cover,overall_uncovered_conditions,new_overall_uncovered_conditions,overall_branch_coverage,new_overall_branch_coverage,overall_conditions_by_line,overall_covered_conditions_by_line,executable_lines_data,arch_violations,arch_violations_weighted,public_api,public_documented_api_density,public_undocumented_api,commented_out_code_lines,duplicated_lines,duplicated_blocks,duplicated_files,duplicated_lines_density,duplications_data,new_duplicated_lines,new_duplicated_blocks,new_duplicated_lines_density,quality_gate_details,quality_profiles,arch-diagrams,s101.buildbreaker,Structure101_Web_Application_URL,project,violations,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,new_violations,new_blocker_violations,new_critical_violations,new_major_violations,new_minor_violations,new_info_violations,false_positive_issues,open_issues,reopened_issues,confirmed_issues,wont_fix_issues,afferent-couplings,efferent-couplings,number-of-classes-and-interfaces,package-dependency-cycles,missing_package_info,package,missing_package_info_count,package_count,package_info_count,java_count,sqale_index,new_technical_debt,sqale_rating,development_cost,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,effort_to_reach_maintainability_rating_a,new_maintainability_rating,burned_budget,business_value,team_size,fat_method_list,s101_model_name,s101_model_sequential_actions,s101_model_refactoring_actions,s101_model_class_mappings,s101_model_alignment,alert_status,bugs,new_bugs,reliability_remediation_effort,new_reliability_remediation_effort,reliability_rating,new_reliability_rating,last_commit_date,vulnerabilities,new_vulnerabilities,security_remediation_effort,new_security_remediation_effort,security_rating,new_security_rating,lines,generated_lines,ncloc,ncloc_language_distribution,generated_ncloc,classes,files,directories,functions,accessors,statements,projects,comment_lines,comment_lines_density,ncloc_data,comment_lines_data,new_lines,sg_i.CORE_VIOLATIONS_COMPONENT_DEPENDENCIES,sg_i.CORE_BIGGEST_COMPONENT_CYCLE_GROUP,sg_i.CORE_UNASSIGNED_COMPONENTS,sg_i.CORE_EMPTY_ARTIFACT_COUNT,sg_i.CORE_LINES_OF_CODE,sg_i.CORE_NCCD,sg_i.CORE_DUPLICATES,sg_i.CORE_COMPONENT_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.CORE_CODE_COMMENT_LINES,sg_i.CORE_IGNORED_DUPLICATES,sg_i.CORE_THRESHOLD_VIOLATIONS,sg_i.CORE_COMMENT_LINES,sg_i.CORE_RELATIVE_CYCLICITY_COMPONENTS,sg_i.CORE_IGNORED_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.CORE_CYCLIC_COMPONENTS,sg_i.JAVA_RELATIVE_CYCLICITY_PACKAGES,sg_i.CORE_VIOLATIONS_PARSER_DEPENDENCIES,sg_i.JAVA_COMPONENT_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.CORE_TOTAL_LINES,sg_i.CORE_ARTIFACT_COUNT,sg_i.JAVA_IGNORED_CYCLIC_PACKAGES,sg_i.CORE_STRUCTURAL_DEBT_INDEX_COMPONENTS,sg_i.CORE_ACD,sg_i.JAVA_STRUCTURAL_DEBT_INDEX_PACKAGES,sg_i.JAVA_CYCLICITY_PACKAGES,sg_i.CORE_CCD,sg_i.CORE_VIOLATING_COMPONENTS,sg_i.JAVA_PACKAGES,sg_i.JAVA_CYCLIC_PACKAGES,sg_i.CORE_COMPONENTS,sg_i.CORE_MAX_ACD,sg_i.CORE_RACD,sg_i.CORE_COMPONENT_CYCLE_GROUPS,sg_i.CORE_PARSER_DEPENDENCIES_TO_REMOVE_COMPONENTS,sg_i.JAVA_BYTE_CODE_INSTRUCTIONS,sg_i.CORE_STATEMENTS,sg_i.JAVA_BIGGEST_PACKAGE_CYCLE_GROUP,sg_i.CORE_IGNORED_THRESHOLD_VIOLATIONS,sg_i.CORE_SOURCE_ELEMENT_COUNT,sg_i.CORE_IGNORED_CYCLIC_COMPONENTS,sg_i.JAVA_PACKAGE_CYCLE_GROUPS,sg_i.PERCENTAGEOFDEADCODE,sg_i.CORE_CYCLICITY_COMPONENTS,sg_i.CORE_DUPLICATED_LINES,sg_i.JAVA_PARSER_DEPENDENCIES_TO_REMOVE_PACKAGES,sg_i.STRUCTURAL_DEBT_COST,sg_i.CURRENT_VIRTUAL_MODEL,sg_i.VIRTUAL_MODEL_FEATURE_AVAILABLE,sg_i.NUMBER_OF_TASKS,sg_i.NUMBER_OF_UNAPPLICABLE_TASKS,sg_i.NUMBER_OF_RESOLUTIONS,sg_i.NUMBER_OF_UNAPPLICABLE_RESOLUTIONS,sg_i.NUMBER_OF_REFACTORINGS,sg_i.NUMBER_OF_UNAPPLICABLE_REFACTORINGS,sg_i.NUMBER_OF_PARSER_DEPENDENCIES_AFFECTED_BY_REFACTORINGS,sg_i.JAVA_CYCLIC_PACKAGES_PERCENT,sg_i.MAX_MODULE_NCCD,sg_i.ARCHITECTURE_FEATURE_AVAILABLE,sg_i.NUMBER_OF_ISSUES,sg_i.NUMBER_OF_CRITICAL_ISSUES_WITHOUT_RESOLUTION,sg_i.VIOLATING_COMPONENTS_PERCENT,sg_i.UNASSIGNED_COMPONENTS_PERCENT,sg_i.NUMBER_OF_THRESHOLD_VIOLATIONS,sg_i.NUMBER_OF_WORKSPACE_WARNINGS,sg_i.NUMBER_OF_IGNORED_CRITICAL_ISSUES
AVo808v4OQHNsFaZlXY7,29954,322.1,,3.0,,7.7,,"1=2506,2=2235,4=1079,6=546,8=336,10=195,12=448,20=162,30=194","0=55,5=3,10=3,20=1,30=6,60=5,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.7,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,21090,17,38,8074,12793,168,,,,,,,0,21090,0,0,,,,,,,,,,,,153766,,3.0,450660,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18518,,15022,"css=1805,js=7244,py=4895,web=1078",,1,110,13,7701,0,42817,,1657,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY6,29952,322.1,,3.0,,7.7,,"1=2506,2=2235,4=1079,6=547,8=335,10=195,12=448,20=162,30=194","0=55,5=3,10=3,20=1,30=6,60=5,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,22,6,1.7,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,21090,17,38,8074,12793,168,,,,,,,0,21090,0,0,,,,,,,,,,,,153766,,3.0,450570,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18516,,15019,"css=1805,js=7244,py=4892,web=1078",,1,110,13,7701,0,42815,,1658,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY5,29412,342.0,,3.0,,7.7,,"1=2424,2=2139,4=1060,6=537,8=329,10=186,12=444,20=158,30=184","0=51,5=1,10=3,20=1,30=6,60=4,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,20601,17,36,7872,12507,169,,,,,,,0,20601,0,0,,,,,,,,,,,,149290,,3.0,425670,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17511,,14189,"css=1414,js=6872,py=4858,web=1045",,1,102,12,7461,0,40391,,1540,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY4,28893,336.0,,3.0,,7.8,,"1=2362,2=2112,4=1030,6=527,8=322,10=182,12=437,20=158,30=183","0=51,5=1,10=3,20=1,30=6,60=4,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,20460,16,34,7933,12308,169,,,,,,,0,20460,0,0,,,,,,,,,,,,152763,,3.0,419430,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17299,,13981,"css=1401,js=6813,py=4795,web=972",,1,102,12,7313,0,39660,,1540,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY3,28893,336.0,,3.0,,7.8,,"1=2362,2=2112,4=1030,6=527,8=322,10=182,12=437,20=158,30=183","0=51,5=1,10=3,20=1,30=6,60=4,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,20318,16,35,7844,12254,169,,,,,,,0,20318,0,0,,,,,,,,,,,,147910,,3.0,413400,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17266,,13780,"css=1200,js=6813,py=4795,web=972",,1,102,12,7313,0,39433,,1505,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY2,28661,333.3,,3.0,,7.8,,"1=2323,2=2073,4=996,6=518,8=318,10=183,12=433,20=159,30=181","0=51,5=1,10=3,20=1,30=6,60=4,90=20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,20144,16,35,7811,12115,167,,,,,,,0,20144,0,0,,,,,,,,,,,,147577,,3.0,413400,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17266,,13780,"css=1200,js=6813,py=4795,web=972",,1,102,12,7184,0,39165,,1505,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY1,28119,338.8,,3.0,,7.9,,"1=2243,2=2007,4=968,6=506,8=313,10=177,12=426,20=157,30=173","0=50,5=1,10=3,20=1,30=6,60=4,90=18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19881,16,35,7728,11935,167,,,,,,,0,19881,0,0,,,,,,,,,,,,146503,,3.0,397380,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16573,,13246,"css=1142,js=6375,py=4779,web=950",,1,98,12,6970,0,38586,,1469,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXY0,28089,360.1,,3.0,,7.9,,"1=2239,2=2006,4=969,6=503,8=311,10=177,12=425,20=157,30=173","0=47,5=1,10=1,20=1,30=6,60=4,90=18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.0,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19800,16,35,7677,11909,163,,,,,,,0,19800,0,0,,,,,,,,,,,,146095,,3.0,391740,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16342,,13058,"css=1122,js=6304,py=4761,web=871",,1,92,12,6960,0,38340,,1449,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXYz,28002,373.4,,,,7.8,,"1=2239,2=2011,4=969,6=500,8=311,10=174,12=424,20=158,30=170","0=45,5=1,10=1,20=1,30=5,60=4,90=18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.1,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19776,16,35,7649,11914,162,,,,,,,0,19776,0,0,,,,,,,,,,,,145759,,3.0,379260,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15619,,12642,"css=1116,js=5962,py=4733,web=831",,0,89,12,6956,0,38152,,1329,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVo808v4OQHNsFaZlXYy,27585,377.9,,,,7.7,,"1=2201,2=1980,4=965,6=480,8=302,10=169,12=404,20=155,30=161","0=43,5=1,10=1,20=2,30=4,60=4,90=18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,5,1.1,,,,,,"[{""key"":""css-sonar-way-41536"";""language"":""css"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:11+0000""};{""key"":""js-sonar-way-07141"";""language"":""js"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:16+0000""};{""key"":""py-sonar-way-99322"";""language"":""py"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""};{""key"":""web-sonar-way-10911"";""language"":""web"";""name"":""Sonar way"";""rulesUpdatedAt"":""2015-09-15T13:25:15+0000""}]",,,,,19594,14,34,7599,11787,160,,,,,,,0,19594,0,0,,,,,,,,,,,,145057,,3.0,370020,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15339,,12334,"css=1116,js=5973,py=4454,web=791",,0,87,12,6817,0,37867,,1348,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
